"user_arn","errorMessage","errorCode","sourceIPAddress","userAgent"
"arn:aws:iam::811596193553:user/backup","User: arn:aws:iam::811596193553:user/backup is not authorized to perform: secretsmanager:GetSecretValue on resource: arn:aws:secretsmanager:us-west-2:811596193553:secret:AppEncryptionKey-73a0iL","AccessDenied","250.255.33.75","Boto3/1.11.9 Python/3.7.3 Darwin/18.7.0 Botocore/1.14.9"
