"eventTime","eventName","awsRegion","sourceIPAddress","userAgent","arn","requestParameters","responseElements"
"2018-10-02T16:22:36Z","CreateUser","us-east-1","2.251.230.253","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""tmp""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/tmp"",""userId"":""AIDA2J01JK2OV6AGCG1ER"",""createDate"":""Oct 2, 2018 4:22:36 PM"",""userName"":""tmp""}}"
"2017-02-12T20:58:26Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""backup""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/backup"",""userId"":""AIDA9BO36HFBHKGJAO9C1"",""createDate"":""Feb 12, 2017 8:58:26 PM"",""userName"":""backup""}}"
"2017-02-19T20:04:19Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""Level5""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/Level5"",""userId"":""AIDAXOE19562F4G1VVJVC"",""createDate"":""Feb 19, 2017 8:04:19 PM"",""userName"":""Level5""}}"
"2017-02-20T01:29:23Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""Level5""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/Level5"",""userId"":""AIDA8N2W2FPU7NVSZRY0J"",""createDate"":""Feb 20, 2017 1:29:23 AM"",""userName"":""Level5""}}"
"2017-02-26T23:11:16Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""Level6""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/Level6"",""userId"":""AIDADO2GQD0K8TEF7KW1V"",""createDate"":""Feb 26, 2017 11:11:16 PM"",""userName"":""Level6""}}"
"2017-05-16T03:03:56Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""piper""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/piper"",""userId"":""AIDA7ZI0RCYCPBIR0OIC3"",""createDate"":""May 16, 2017 3:03:56 AM"",""userName"":""piper""}}"
"2017-05-26T22:23:54Z","CreateUser","us-east-1","255.253.125.115","console.amazonaws.com","arn:aws:iam::811596193553:root","{""userName"":""SecurityMokey""}","{""user"":{""path"":""/"",""arn"":""arn:aws:iam::811596193553:user/SecurityMokey"",""userId"":""AIDAQ9SRE1SZZZ4Q4UOJH"",""createDate"":""May 26, 2017 10:23:54 PM"",""userName"":""SecurityMokey""}}"
