"occurrences","event_name","user_arn"
"14","GetActiveNames","arn:aws:iam::811596193553:user/Level6"
"14","DescribeMatchmakingConfigurations","arn:aws:iam::811596193553:user/backup"
"14","GetTrafficPolicyInstanceCount","arn:aws:iam::811596193553:user/backup"
"14","DescribeGameSessionDetails","arn:aws:iam::811596193553:user/Level6"
"14","ListResolverRuleAssociations","arn:aws:iam::811596193553:user/backup"
"14","DescribeReplicationInstances","arn:aws:iam::811596193553:user/backup"
"14","DescribeRetentionConfigurations","arn:aws:iam::811596193553:user/Level6"
"14","DescribeSeverityLevels","arn:aws:iam::811596193553:user/Level6"
"14","DescribeMyUserProfile","arn:aws:iam::811596193553:user/Level6"
"14","ListServiceSpecificCredentials","arn:aws:iam::811596193553:user/backup"
"14","ListSpeechSynthesisTasks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"14","GetRelationalDatabases","arn:aws:iam::811596193553:user/Level6"
"14","DescribeAggregationAuthorizations","arn:aws:iam::811596193553:user/backup"
"14","DescribeFleetUtilization","arn:aws:iam::811596193553:user/backup"
"14","DescribeVpcPeeringAuthorizations","arn:aws:iam::811596193553:user/backup"
"14","DescribeContainer","arn:aws:iam::811596193553:user/backup"
"14","ListDistributions2017_10_30","arn:aws:iam::811596193553:user/backup"
"14","DescribeAccountAuditConfiguration","arn:aws:iam::811596193553:user/backup"
"14","DescribeMatchmakingConfigurations","arn:aws:iam::811596193553:user/Level6"
"14","DescribeReservedElasticsearchInstanceOfferings","arn:aws:iam::811596193553:user/backup"
"14","ListThingRegistrationTasks","arn:aws:iam::811596193553:user/backup"
"14","ListConnectorDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"14","ListAuditFindings","arn:aws:iam::811596193553:user/backup"
"14","DescribeVoices","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","GetEffectivePolicies","arn:aws:iam::811596193553:user/backup"
"13","DescribeComputeEnvironments","arn:aws:iam::811596193553:user/backup"
"13","ListPipelines","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"13","GetDiscoveredResourceCounts","arn:aws:iam::811596193553:user/backup"
"13","GetSubscriptionState","arn:aws:iam::811596193553:user/backup"
"13","GetAdminAccount","arn:aws:iam::811596193553:user/backup"
"13","DescribeUserProfiles","arn:aws:iam::811596193553:user/backup"
"13","GetNotificationChannel","arn:aws:iam::811596193553:user/backup"
"13","ListProgressUpdateStreams","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","GetAppLaunchConfiguration","arn:aws:iam::811596193553:user/backup"
"13","GetRelationalDatabaseSnapshots","arn:aws:iam::811596193553:user/backup"
"13","DescribeJobQueues","arn:aws:iam::811596193553:user/backup"
"13","ListLicenseConfigurations","arn:aws:iam::811596193553:user/backup"
"13","GetDataflowGraph","arn:aws:iam::811596193553:user/backup"
"13","DescribeScalingProcessTypes","arn:aws:iam::811596193553:user/backup"
"13","ListDeviceDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","DescribeAgents","arn:aws:iam::811596193553:user/Level6"
"13","DescribeSeverityLevels","arn:aws:iam::811596193553:user/backup"
"13","ListStreamProcessors","arn:aws:iam::811596193553:user/backup"
"13","ListSubscriptionDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","ListLoggerDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","GetTemplateSummary","arn:aws:iam::811596193553:user/backup"
"13","GetRegistrationCode","arn:aws:iam::811596193553:user/backup"
"13","GetRandomPassword","arn:aws:iam::811596193553:user/backup"
"13","DescribeJobDefinitions","arn:aws:iam::811596193553:user/backup"
"13","GetRelationalDatabaseBlueprints","arn:aws:iam::811596193553:user/backup"
"13","GetApp","arn:aws:iam::811596193553:user/backup"
"13","GetComplianceSummaryByResourceType","arn:aws:iam::811596193553:user/backup"
"13","ListLoggerDefinitions","arn:aws:iam::811596193553:user/backup"
"13","GetExportSnapshotRecords","arn:aws:iam::811596193553:user/backup"
"13","DescribeExportTasks","arn:aws:iam::811596193553:user/Level6"
"13","DescribeAutoScalingNotificationTypes","arn:aws:iam::811596193553:user/backup"
"13","GetContactReachabilityStatus","arn:aws:iam::811596193553:user/backup"
"13","DescribeEnvironmentMemberships","arn:aws:iam::811596193553:user/Level6"
"13","GetInventorySchema","arn:aws:iam::811596193553:user/backup"
"13","GetCompatibleElasticsearchVersions","arn:aws:iam::811596193553:user/backup"
"13","GetRandomPassword","arn:aws:iam::811596193553:user/Level6"
"13","DescribeEventTopics","arn:aws:iam::811596193553:user/backup"
"13","ListTagOptions","arn:aws:iam::811596193553:user/backup"
"13","GetSamplingRules","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","ListMigrationTasks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"13","GetComplianceSummaryByConfigRule","arn:aws:iam::811596193553:user/backup"
"13","GetComplianceSummaryByResourceType","arn:aws:iam::811596193553:user/Level6"
"13","GetEventSelectors","arn:aws:iam::811596193553:user/Level6"
"13","ListSubscriptionDefinitions","arn:aws:iam::811596193553:user/backup"
"13","GetInstanceSnapshots","arn:aws:iam::811596193553:user/Level6"
"13","GetAppReplicationConfiguration","arn:aws:iam::811596193553:user/backup"
"13","ListCrawlers","arn:aws:iam::811596193553:user/backup"
"13","GetRelationalDatabaseBundles","arn:aws:iam::811596193553:user/backup"
"13","GetApp","arn:aws:iam::811596193553:user/Level6"
"13","DescribeProtection","arn:aws:iam::811596193553:user/Level6"
"13","DescribeTapeArchives","arn:aws:iam::811596193553:user/Level6"
"13","GetAWSOrganizationsAccessStatus","arn:aws:iam::811596193553:user/Level6"
"13","GetEffectivePolicies","arn:aws:iam::811596193553:user/Level6"
"13","DescribeEventBus","arn:aws:iam::811596193553:user/backup"
"13","GetTemplate","arn:aws:iam::811596193553:user/backup"
"13","GetDefaultPatchBaseline","arn:aws:iam::811596193553:user/backup"
"13","GetRelationalDatabases","arn:aws:iam::811596193553:user/backup"
"13","GetVpcLinks","arn:aws:iam::811596193553:user/backup"
"13","GetSecurityConfigurations","arn:aws:iam::811596193553:user/Level6"
"13","DescribeCustomKeyStores","arn:aws:iam::811596193553:user/backup"
"12","ListCertificateAuthorities","arn:aws:iam::811596193553:user/backup"
"12","GetAccessKeyInfo","arn:aws:iam::811596193553:user/backup"
"12","GetPolicy","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"12","ListCommandInvocations","arn:aws:iam::811596193553:user/Level6"
"12","ListResourceDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"12","CreateAccessKey","arn:aws:iam::811596193553:user/backup"
"12","GetDefaultPatchBaseline","arn:aws:iam::811596193553:user/Level6"
"12","ListPublicKeys","arn:aws:iam::811596193553:user/backup"
"12","ListTriggers","arn:aws:iam::811596193553:user/Level6"
"12","GetDirectoryLimits","arn:aws:iam::811596193553:user/backup"
"12","DescribeStacks","arn:aws:iam::811596193553:user/Level6"
"12","DescribeOperatingSystems","arn:aws:iam::811596193553:user/backup"
"12","DescribeAccount","arn:aws:iam::811596193553:user/Level6"
"12","DecodeAuthorizationMessage","arn:aws:iam::811596193553:user/backup"
"12","GetCompatibleElasticsearchVersions","arn:aws:iam::811596193553:user/Level6"
"12","GetNotificationChannel","arn:aws:iam::811596193553:user/Level6"
"12","ListPublicKeys2019_03_26","arn:aws:iam::811596193553:user/backup"
"12","GetServiceSettings","arn:aws:iam::811596193553:user/backup"
"12","GetInventorySchema","arn:aws:iam::811596193553:user/Level6"
"12","AttachUserPolicy","arn:aws:iam::811596193553:user/backup"
"12","DescribeReservedDBInstances","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"12","ListUserPolicies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"12","DescribeQueries","arn:aws:iam::811596193553:user/backup"
"12","GetAdminAccount","arn:aws:iam::811596193553:user/Level6"
"12","GetAWSOrganizationsAccessStatus","arn:aws:iam::811596193553:user/backup"
"12","DescribeAlarmHistory","arn:aws:iam::811596193553:user/backup"
"12","DescribeDBParameterGroups","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"12","ListClusters","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"12","DescribeEndpoints","arn:aws:iam::811596193553:user/Level6"
"12","GetWorkGroup","arn:aws:iam::811596193553:user/Level6"
"12","ListResourceDataSync","arn:aws:iam::811596193553:user/Level6"
"11","ListDevEndpoints","arn:aws:iam::811596193553:user/Level6"
"11","GetCatalogImportStatus","arn:aws:iam::811596193553:user/backup"
"11","GetBots","arn:aws:iam::811596193553:user/backup"
"11","DescribeAddresses","arn:aws:iam::811596193553:user/Level6"
"11","DescribeListeners","arn:aws:iam::811596193553:user/backup"
"11","GetResourceShareInvitations","arn:aws:iam::811596193553:user/Level6"
"11","ListDeploymentJobs","arn:aws:iam::811596193553:user/backup"
"11","ListVersionsByFunction202224","arn:aws:iam::811596193553:user/Level6"
"11","ListUserPools","arn:aws:iam::811596193553:user/backup"
"11","ListResourceDefinitions","arn:aws:iam::811596193553:user/backup"
"11","DescribeOperatingSystems","arn:aws:iam::811596193553:user/Level6"
"11","GetAccountSummary","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"11","ListLayers126640","arn:aws:iam::811596193553:user/backup"
"11","ListDevices","arn:aws:iam::811596193553:user/backup"
"11","ListGraphqlApis","arn:aws:iam::811596193553:user/Level6"
"11","GetApis","arn:aws:iam::811596193553:user/Level6"
"11","GetDataCatalogEncryptionSettings","arn:aws:iam::811596193553:user/backup"
"11","ListCrawlers","arn:aws:iam::811596193553:user/Level6"
"11","GetDataCatalogEncryptionSettings","arn:aws:iam::811596193553:user/Level6"
"11","ListEnabledProductsForImport","arn:aws:iam::811596193553:user/backup"
"11","ListGraphqlApis","arn:aws:iam::811596193553:user/backup"
"11","ListSimulationJobs","arn:aws:iam::811596193553:user/backup"
"11","ListApplications","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"11","GetBucketPublicAccessBlock",
"11","ListRobots","arn:aws:iam::811596193553:user/backup"
"11","ListVaults","arn:aws:iam::811596193553:user/backup"
"11","ListSimulationApplications","arn:aws:iam::811596193553:user/backup"
"11","DescribeContainer","arn:aws:iam::811596193553:user/Level6"
"11","GetIntents","arn:aws:iam::811596193553:user/backup"
"11","DescribeFleets","arn:aws:iam::811596193553:user/Level6"
"11","ListCloudFrontOriginAccessIdentities2017_10_30","arn:aws:iam::811596193553:user/backup"
"11","ListRobotApplications","arn:aws:iam::811596193553:user/backup"
"10","DescribeOptionGroups","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"10","GetLoggingOptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"10","GetV2LoggingOptions","arn:aws:iam::811596193553:user/Level6"
"10","GetServiceRoleForAccount","arn:aws:iam::811596193553:user/Level6"
"10","DescribeEvents","arn:aws:iam::811596193553:user/Level6"
"10","GetDirectoryLimits","arn:aws:iam::811596193553:user/Level6"
"10","GetResourcePolicy","arn:aws:iam::811596193553:user/Level6"
"10","GetInstanceProfile","arn:aws:iam::811596193553:user/backup"
"10","ListCloudFrontOriginAccessIdentities2020_05_31","arn:aws:iam::811596193553:user/backup"
"10","ListCertificateAuthorities","arn:aws:iam::811596193553:user/Level6"
"10","GetMasterAccount","arn:aws:iam::811596193553:user/backup"
"10","ListFleets","arn:aws:iam::811596193553:user/Level6"
"10","GetResourcePolicy","arn:aws:iam::811596193553:user/backup"
"10","DescribeAccountAttributes","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"10","DescribeReservedDBInstancesOfferings","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"10","ListProjects","arn:aws:iam::811596193553:user/Level6"
"10","GetEnabledStandards","arn:aws:iam::811596193553:user/backup"
"10","GetServiceRoleForAccount","arn:aws:iam::811596193553:user/backup"
"10","GetSessionToken","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"10","GetResourceShareInvitations","arn:aws:iam::811596193553:user/backup"
"10","Decrypt","arn:aws:iam::811596193553:user/backup"
"10","DescribeEventTopics","arn:aws:iam::811596193553:user/Level6"
"10","ListTopicRules","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"10","ListStreams","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"10","GetCatalogImportStatus","arn:aws:iam::811596193553:user/Level6"
"10","GetApps","arn:aws:iam::811596193553:user/backup"
"9","ListDevices","arn:aws:iam::811596193553:user/Level6"
"9","GetBots","arn:aws:iam::811596193553:user/Level6"
"9","ListRules","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"9","PutBucketWebsite","arn:aws:iam::811596193553:user/backup"
"9","GetSamplingRules","arn:aws:iam::811596193553:user/Level6"
"9","DescribeMountTargets","arn:aws:iam::811596193553:user/backup"
"9","GetV2LoggingOptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"9","ListDistributions2018_11_05","arn:aws:iam::811596193553:user/backup"
"9","GetBucketReplication","arn:aws:sts::811596193553:assumed-role/SecurityMonkey/cloudaux"
"9","GetDiscoverySummary","arn:aws:iam::811596193553:user/Level6"
"9","GetIntents","arn:aws:iam::811596193553:user/Level6"
"9","ListV2LoggingLevels","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"9","DescribeImportTasks","arn:aws:iam::811596193553:user/Level6"
"9","GetLifecyclePolicies","arn:aws:iam::811596193553:user/Level6"
"9","ListTrails","arn:aws:iam::811596193553:user/Level6"
"9","AttachUserPolicy","arn:aws:iam::811596193553:user/Level6"
"9","GetLifecyclePolicies","arn:aws:iam::811596193553:user/backup"
"9","DescribeContinuousExports","arn:aws:iam::811596193553:user/Level6"
"9","DescribeExportConfigurations","arn:aws:iam::811596193553:user/Level6"
"9","GetSendStatistics","arn:aws:iam::811596193553:user/backup"
"9","DescribeAgents","arn:aws:iam::811596193553:user/backup"
"9","DescribeAccountModifications","arn:aws:iam::811596193553:user/Level6"
"9","GetApps","arn:aws:iam::811596193553:user/Level6"
"9","GetResources","arn:aws:iam::811596193553:user/Level6"
"8","ValidateTemplate","arn:aws:iam::811596193553:user/backup"
"8","PutBucketLifecycle","arn:aws:iam::811596193553:user/backup"
"8","PutBucketAcl","arn:aws:iam::811596193553:user/backup"
"8","PutBucketCors","arn:aws:iam::811596193553:user/backup"
"8","GetDomainName","arn:aws:iam::811596193553:user/Level6"
"8","DescribeFleets","arn:aws:iam::811596193553:user/backup"
"8","GetSendStatistics","arn:aws:iam::811596193553:user/Level6"
"8","ListTables","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"8","ListGroups","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"8","ListImages","arn:aws:iam::811596193553:user/Level6"
"8","CreateRole","arn:aws:iam::811596193553:user/backup"
"8","GetPolicy","arn:aws:iam::811596193553:user/backup"
"8","ListBuilds","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"8","ListFleets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"8","GetRestApi","arn:aws:iam::811596193553:user/backup"
"8","ListAnalyzers","arn:aws:iam::811596193553:user/Level6"
"8","DescribeClusters","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"8","ListProjects","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","ListInvitations","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","DescribeClusterSnapshots","arn:aws:iam::811596193553:user/backup"
"7","ListDistributions2017_03_25","arn:aws:iam::811596193553:user/backup"
"7","DescribeBudgets","arn:aws:iam::811596193553:user/Level6"
"7","ListDomainNames","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","ListCertificates","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","DescribeAlarmsForMetric","arn:aws:iam::811596193553:user/backup"
"7","DescribeExportConfigurations","arn:aws:iam::811596193553:user/backup"
"7","DescribeImages","arn:aws:iam::811596193553:user/backup"
"7","ListResourceRecordSets","arn:aws:iam::811596193553:user/backup"
"7","GetPolicyVersion","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"7","ListStreamingDistributions2020_05_31","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","DescribeImportTasks","arn:aws:iam::811596193553:user/backup"
"7","GetSendQuota","arn:aws:iam::811596193553:user/backup"
"7","GetBucketLocation","arn:aws:iam::811596193553:user/backup"
"7","ListAliases","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","GetBasePathMappings","arn:aws:iam::811596193553:user/Level6"
"7","ListDistributions2012_05_05","arn:aws:iam::811596193553:user/backup"
"7","DescribeContinuousExports","arn:aws:iam::811596193553:user/backup"
"7","ListTopicRules","arn:aws:iam::811596193553:user/backup"
"7","ListDistributions2020_05_31","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"7","ListStreamingDistributions2012_03_15","arn:aws:iam::811596193553:user/backup"
"7","GetRole","arn:aws:iam::811596193553:user/backup"
"6","DescribeDBClusterParameterGroups","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListInstanceProfiles","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListTasks","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListDirectories","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","GetUserPolicy","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"6","DescribeBudgets","arn:aws:iam::811596193553:user/backup"
"6","ListFieldLevelEncryptionProfiles2020_05_31","arn:aws:iam::811596193553:user/backup"
"6","ListDevelopmentSchemaArns","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListStreamingDistributions2018_11_05","arn:aws:iam::811596193553:user/backup"
"6","ListFieldLevelEncryptionConfigs2020_05_31","arn:aws:iam::811596193553:user/backup"
"6","GetClusterCredentials","arn:aws:iam::811596193553:user/Level6"
"6","ListCloudFrontOriginAccessIdentities2018_11_05","arn:aws:iam::811596193553:user/backup"
"6","GetAccountPublicAccessBlock","arn:aws:iam::811596193553:user/backup"
"6","PutBucketLogging","arn:aws:iam::811596193553:user/backup"
"6","GetInvitationsCount","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","PutBucketPolicy","arn:aws:iam::811596193553:user/backup"
"6","ListChannels","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","PutBucketTagging","arn:aws:iam::811596193553:user/backup"
"6","DescribeCertificates","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListVerifiedEmailAddresses","arn:aws:sts::811596193553:assumed-role/SecurityMonkey/secmonkey"
"6","DescribePendingMaintenanceActions","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","GetSamplingRules","arn:aws:iam::811596193553:user/backup"
"6","CreateInstancesFromSnapshot","arn:aws:iam::811596193553:user/backup"
"6","StartLogging","arn:aws:iam::811596193553:user/Level6"
"6","ListDashboards","arn:aws:iam::811596193553:user/Level6"
"6","DescribeDBClusterSnapshots","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","GetDomainNames","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","DescribeDBClusters","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","DescribeMountTargets","arn:aws:iam::811596193553:user/Level6"
"6","GetV2LoggingOptions","arn:aws:iam::811596193553:user/backup"
"6","PutBucketNotification","arn:aws:iam::811596193553:user/backup"
"6","ListPresets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","ListTags07081","arn:aws:iam::811596193553:user/Level6"
"6","ListDiscoveredResources","arn:aws:iam::811596193553:user/Level6"
"6","GetAccountAuthorizationDetails","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"6","GetDiscoverySummary","arn:aws:iam::811596193553:user/backup"
"6","ListDocuments","arn:aws:iam::811596193553:user/backup"
"6","DeleteAccessKey","arn:aws:iam::811596193553:user/backup"
"6","PutBucketWebsite","arn:aws:iam::811596193553:user/Level6"
"5","GetBucketEncryption",
"5","ListSqlInjectionMatchSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListXssMatchSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","GetBucketPolicyStatus",
"5","DescribeSubscriptionFilters","arn:aws:iam::811596193553:user/Level6"
"5","GetStages","arn:aws:iam::811596193553:user/backup"
"5","DescribePermissions","arn:aws:iam::811596193553:user/backup"
"5","ListStreamingDistributions2019_03_26","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListLoggingConfigurations","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListRolePolicies","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","GetPolicyVersion","arn:aws:iam::811596193553:user/backup"
"5","DescribeLags","arn:aws:iam::811596193553:user/backup"
"5","ListRateBasedRules","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListRegexMatchSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListCloudFrontOriginAccessIdentities2020_05_31","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListIPSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListGeoMatchSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListApps","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListByteMatchSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListAccountAliases","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListRegexPatternSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListDistributions2019_03_26","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","ListGroupsForUser","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"5","StartSession","arn:aws:iam::811596193553:user/backup"
"5","ListCloudFrontOriginAccessIdentities2019_03_26","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"5","DescribeFileSystems","arn:aws:iam::811596193553:user/Level6"
"5","ListBuckets","arn:aws:iam::811596193553:user/backup"
"5","GetInstanceProfile","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"5","CreatePolicy","arn:aws:iam::811596193553:user/backup"
"5","CreateApiKey","arn:aws:iam::811596193553:user/Level6"
"4","ListEnvironments","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListMeshes","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListTaskExecutions","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListRepositories","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListEntityRecognizers","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListStacks","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListLocations","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","GetStage","arn:aws:iam::811596193553:user/backup"
"4","ListAvailableZones","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","AttachRolePolicy","arn:aws:iam::811596193553:user/Level6"
"4","DescribeExportTasks","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListPublishedSchemaArns","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListBackups","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListStackSets","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","GetCredentialReport","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListFieldLevelEncryptionConfigs2018_11_05","arn:aws:iam::811596193553:user/backup"
"4","ListCoreDefinitions","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListExports","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListActionTypes","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","CreateInstances","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"4","ListSubscriptions","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","GetChangeToken","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","GetDomains","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","CreateAddressBook","arn:aws:iam::811596193553:user/Level6"
"4","ListSAMLProviders","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","ListAccounts","arn:aws:iam::811596193553:user/Level6"
"4","ListOperations","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","GetClientCertificates","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"4","DescribeVirtualInterfaces","arn:aws:iam::811596193553:user/backup"
