"occurrences","event_name","user_arn"
"19","ListStateMachines","arn:aws:iam::811596193553:user/backup"
"19","DescribePolicies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeClusters","arn:aws:iam::811596193553:user/Level6"
"18","DescribeDestinations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","ViewBilling","arn:aws:iam::811596193553:user/backup"
"18","DescribeEventSubscriptions","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"18","ListServices","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","GetApiKeys","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeLaunchConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeConfigurationAggregators","arn:aws:iam::811596193553:user/backup"
"18","GetTriggers","arn:aws:iam::811596193553:user/Level6"
"18","ListIdentityPoolUsage","arn:aws:iam::811596193553:user/backup"
"18","DescribeDeliveryChannels","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeInstancesHealth","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeOrganization","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","ListSecrets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","ListAliases202224","arn:aws:iam::811596193553:user/Level6"
"18","DescribeActivations","arn:aws:iam::811596193553:user/backup"
"18","DescribeReplicationSubnetGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","ListStackSets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeEventCategories","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"18","DescribeEnvironmentManagedActionHistory","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","GetClassifiers","arn:aws:iam::811596193553:user/Level6"
"18","DescribeEnvironmentHealth","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeInstanceInformation","arn:aws:iam::811596193553:user/backup"
"18","GetTemplate","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","DescribeFileSystems","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"18","ListOpenIDConnectProviders","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"18","ListIdentityPoolUsage","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeFleetUtilization","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeHsmConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetNotificationChannel","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeStackResources","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReplicationTasks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRelationalDatabaseBlueprints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetCrawlerMetrics","arn:aws:iam::811596193553:user/Level6"
"17","DescribeSnapshotCopyGrants","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetLoadBalancers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetInventorySchema","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDiskSnapshots","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeMaintenanceWindowSchedule","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListLabelingJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeTerminationPolicyTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListNotebookInstances","arn:aws:iam::811596193553:user/Level6"
"17","DescribeEnvironmentManagedActions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeCacheEngineVersions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListEndpoints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetSnowballUsage","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListEventSubscriptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListWorkteams","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetExportSnapshotRecords","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListModels","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeAddresses","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDatastores","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeInventoryDeletions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAssessmentTemplates","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeMetricCollectionTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeAutoScalingNotificationTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAssessmentTargets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeTableRestoreStatus","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeMaintenanceWindows","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetBlueprints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeMatchmakingRuleSets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeHsmClientCertificates","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListHandshakesForOrganization","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListPublicKeys2020_05_31","arn:aws:iam::811596193553:user/backup"
"17","GetApp","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTopicsDetectionJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribePatchGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetUsagePlans","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDocumentClassifiers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListRoots","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDomains","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDiscoveredResourceCounts","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetClassifiers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListHandshakesForAccount","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeEnvironmentManagedActions","arn:aws:iam::811596193553:user/backup"
"17","CreateUser","arn:aws:iam::811596193553:user/Level6"
"17","DescribeDirectories","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetAdminAccount","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeCrossAccountAccessRole","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetHealthCheckCount","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetReplicationJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeGameSessionQueues","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListWorkerBlocks","arn:aws:iam::811596193553:user/backup"
"17","DescribeAvailablePatches","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTriggers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListResourceDataSync","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeScheduledActions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTrafficPolicies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListEndpointConfigs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDataflowGraph","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetStaticIps","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListRulesPackages","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetEncryptionConfig","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListHapgs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListStacks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListCollections","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetActiveNames","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeOperatingSystems","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListSentimentDetectionJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDatasets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeParameterGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListReviewableHITs","arn:aws:iam::811596193553:user/backup"
"17","DescribeGameSessionDetails","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeCacheParameterGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDevEndpoints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeParameters","arn:aws:iam::811596193553:user/backup"
"17","DescribeVpcPeeringConnections","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeAggregationAuthorizations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReplicationTaskAssessmentResults","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDomains","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeTrusts","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTerminologies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetAccount","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReservedNodeOfferings","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListBonusPayments","arn:aws:iam::811596193553:user/backup"
"17","DescribeAssociation","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetComplianceSummaryByConfigRule","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDominantLanguageDetectionJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTaskDefinitionFamilies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeConfigurationRecorderStatus","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRelationalDatabaseBundles","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetTriggers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListNotebookInstances","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetAppReplicationConfiguration","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeFleetAttributes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeWorkspacesConnectionStatus","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetVpcLinks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReservedCacheNodes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeWorkspaceBundles","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeRetentionConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListCodeRepositories","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTaskDefinitions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListKeys","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeGlobalClusters","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListReusableDelegationSets","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeStorage","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDevEndpoints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListLunaClients","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListMemberAccounts","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeSourceRegions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeClusterDbRevisions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeClusterVersions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetOperations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeComplianceByResource","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetServers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListNotebookInstanceLifecycleConfigs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReservedNodes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAvailableZones","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeGameSessions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListStreamProcessors","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeMatchmakingConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetKeyPairs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetAppLaunchConfiguration","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTrafficPolicyInstances","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeConfigRules","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetClassifiers","arn:aws:iam::811596193553:user/backup"
"17","ListCommands","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetUser","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a"
"17","DescribeRepositories","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAWSServiceAccessForOrganization","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeComplianceByConfigRule","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRegions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAccounts","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeIpGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeDeliveryChannelStatus","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRandomPassword","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeVpcPeeringAuthorizations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeOrderableClusterOptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListGitHubAccountTokenNames","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListCompatibleImages","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRelationalDatabaseSnapshots","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeEventTopics","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListCreateAccountStatus","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeSnapshotSchedules","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeDBClusterEndpoints","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetReplicationJobs","arn:aws:iam::811596193553:user/Level6"
"17","ListCommandInvocations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDefaultPatchBaseline","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeClusterSubnetGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetRelationalDatabases","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListOrganizations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetClientCertificates","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDeployments","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListManagedSchemaArns","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribePlayerSessions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetAccountPublicAccessBlock","arn:aws:iam::811596193553:user/Level6"
"17","GetInstanceSnapshots","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListComplianceItems","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetComplianceSummaryByResourceType","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeReplicationGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListDeploymentConfigs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListLayers126640","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeResourcePolicies","arn:aws:iam::811596193553:user/backup"
"17","ListRepositories","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeScalingProcessTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetCrawlers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListResourceComplianceSummaries","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeDefaultParameters","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetServiceSettings","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeLoggingOptions","arn:aws:iam::811596193553:user/backup"
"17","DescribeLoggingOptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeCustomKeyStores","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListComplianceSummaries","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetInstances","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListTagOptions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeConfigurationRecorders","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDisks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListServers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListEventSourceMappings202224","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeFleetCapacity","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeEC2InstanceLimits","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetConnectors","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetCrawlerMetrics","arn:aws:iam::811596193553:user/backup"
"17","ListAssessmentRuns","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListFindings","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeLifecycleHookTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetSecurityConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetSdkTypes","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListQueryLoggingConfigs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeClusterTracks","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeOrderableReplicationInstances","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeActivations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetDatabases","arn:aws:iam::811596193553:user/Level6"
"17","DescribePatchBaselines","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetCloudFormationStackRecords","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeAccount","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListQualificationRequests","arn:aws:iam::811596193553:user/backup"
"17","ListCrawlers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetCrawlerMetrics","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","DescribeDBInstanceAutomatedBackups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetBundles","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","GetGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListAlgorithms","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"17","ListHITs","arn:aws:iam::811596193553:user/backup"
"16","GetTemplateSummary","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListOperations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","DescribeLunaClient","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListServiceActions","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListEntityRecognizers","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","DescribePendingAggregationRequests","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","DescribeReservedElasticsearchInstanceOfferings","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","GetSubscriptionState","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListIndices","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListWorkGroups","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListCompilationJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListPortfolios","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListDeliveryStreams","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListSecurityProfiles","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListModelPackages","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","GetDatabases","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListConfigurations","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","GetEffectivePolicies","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","DescribeHsm","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","DescribeEndpoint","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListHostedZonesByName","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListRobotApplications","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
"16","ListHyperParameterTuningJobs","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a"
