"occurrences","user_arn","source_ip_address","user_agent"
"1","arn:aws:iam::811596193553:user/backup","184.4.251.251","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.128-87.105.amzn1.x86_64 botocore/1.12.92"
"1","arn:aws:iam::811596193553:user/backup","219.252.253.245","aws-cli/2.0.29 Python/3.7.3 Linux/5.6.0-kali2-amd64 botocore/2.0.0dev33"
"1","arn:aws:iam::811596193553:user/backup","59.225.38.252","Boto3/1.12.39 Python/2.7.17 Linux/4.15.0-96-generic Botocore/1.15.39"
"1","arn:aws:iam::811596193553:user/backup","245.181.7.4","aws-cli/1.14.46 Python/2.7.9 Windows/7 botocore/1.8.50"
"1","arn:aws:iam::811596193553:user/backup","36.205.212.9","aws-cli/2.0.0 Python/3.7.5 Windows/10 botocore/2.0.0dev4"
"1","arn:aws:iam::811596193553:user/backup","6.196.243.250","aws-cli/1.18.115 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.17.38"
"1","arn:aws:iam::811596193553:user/backup","2.8.255.245","aws-cli/1.16.104 Python/3.6.4 Darwin/18.7.0 botocore/1.12.94"
"1","arn:aws:iam::811596193553:user/backup","93.239.231.255","aws-cli/1.14.30 Python/3.6.4 Darwin/16.6.0 botocore/1.8.34"
"1","arn:aws:iam::811596193553:user/backup","8.26.9.248","aws-cli/1.11.142 Python/2.7.9 Linux/3.16.0-4-amd64 botocore/1.7.0"
"1","arn:aws:iam::811596193553:user/backup","252.251.235.142","aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-1019-aws botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","246.232.24.254","aws-cli/2.0.24 Python/3.7.3 Linux/5.4.0-33-generic botocore/2.0.0dev28"
"1","arn:aws:iam::811596193553:user/backup","228.254.250.253","aws-cli/1.15.4 Python/2.7.14+ Linux/4.14.0-kali3-amd64 botocore/1.10.4"
"1","arn:aws:iam::811596193553:user/backup","208.26.200.252","aws-cli/1.11.56 Python/2.7.12+ Linux/4.6.0-kali1-amd64 botocore/1.5.19"
"1","arn:aws:iam::811596193553:user/Level6","205.8.115.183","aws-cli/2.0.24 Python/3.8.3 Darwin/18.7.0 botocore/2.0.0dev28"
"1","arn:aws:iam::811596193553:user/backup","104.255.2.79","aws-cli/2.0.31 Python/3.7.3 Linux/5.4.0-40-generic botocore/2.0.0dev35"
"1","arn:aws:iam::811596193553:user/backup","3.4.0.18","aws-cli/1.15.49 Python/2.7.9 Linux/3.16.0-6-amd64 botocore/1.10.48"
"1","arn:aws:iam::811596193553:user/backup","153.0.91.91","aws-cli/1.11.13 Python/3.5.3 Linux/4.9.0-kali1-amd64 botocore/1.4.70"
"1","arn:aws:iam::811596193553:user/backup","9.84.6.254","aws-cli/1.15.0 Python/2.7.9 Windows/7 botocore/1.10.0"
"1","arn:aws:iam::811596193553:user/backup","251.197.250.5","aws-cli/1.16.14 Python/2.7.15rc1 Linux/4.15.0-34-generic botocore/1.12.4"
"1","arn:aws:iam::811596193553:user/backup","253.44.1.255","aws-cli/1.15.68 Python/3.6.6 Linux/4.16.0-kali2-amd64 botocore/1.10.67"
"1","arn:aws:iam::811596193553:user/backup","127.168.252.93","aws-cli/1.11.51 Python/2.7.12 Darwin/16.4.0 botocore/1.5.14"
"1","arn:aws:iam::811596193553:user/backup","235.23.96.82","aws-cli/1.15.33 Python/2.7.10 Darwin/18.5.0 botocore/1.10.33"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","47.218.131.16","aws-cli/2.0.40 Python/3.8.5 Darwin/19.6.0 source/x86_64 command/sts.get-caller-identity"
"1","arn:aws:iam::811596193553:user/backup","216.163.204.211","aws-cli/1.15.15 Python/3.6.5rc1 Linux/4.14.0-kali3-amd64 botocore/1.10.55"
"1","arn:aws:iam::811596193553:user/backup","169.75.209.232","aws-cli/1.11.44 Python/2.7.10 Darwin/16.4.0 botocore/1.5.7"
"1","arn:aws:iam::811596193553:user/Level6","143.252.238.253","aws-cli/1.16.231 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.12.221"
"1","arn:aws:iam::811596193553:user/backup","22.203.202.251","aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-29-generic botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","253.251.162.65","aws-cli/1.16.7 Python/2.7.14+ Linux/4.15.0-kali2-amd64 botocore/1.11.7"
"1","arn:aws:iam::811596193553:user/backup","110.24.231.221","aws-cli/1.11.34 Python/2.7.10 Darwin/15.6.0 botocore/1.4.91"
"1","arn:aws:iam::811596193553:user/backup","65.9.86.218","aws-cli/1.18.97 Python/3.6.9 Linux/4.15.0-111-generic botocore/1.17.20"
"1","arn:aws:iam::811596193553:user/backup","47.218.131.16","aws-cli/1.16.218 Python/3.7.4 Linux/5.2.0-kali2-amd64 botocore/1.12.208"
"1","arn:aws:iam::811596193553:user/backup","229.216.205.254","aws-cli/1.14.50 Python/3.6.6 Linux/4.18.14-200.fc28.x86_64 botocore/1.9.1"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","254.61.99.239","aws-cli/1.14.10 Python/3.6.4 Darwin/17.3.0 botocore/1.8.14"
"1","arn:aws:iam::811596193553:user/backup","255.105.143.72","aws-cli/1.11.13 Python/3.5.2 Linux/4.15.0-29-generic botocore/1.4.70"
"1","arn:aws:iam::811596193553:user/backup","47.218.131.16","aws-cli/1.16.227 Python/3.7.3 Linux/4.4.0-039049-Microsoft botocore/1.12.218"
"1","arn:aws:iam::811596193553:user/backup","184.104.97.203","aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-36-generic botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","229.226.12.151","aws-cli/1.11.101 Python/2.7.10 Darwin/15.6.0 botocore/1.5.64"
"1","arn:aws:iam::811596193553:user/backup","103.6.173.255","aws-cli/1.16.290 Python/3.7.5 Darwin/18.7.0 botocore/1.13.26"
"1","arn:aws:iam::811596193553:user/backup","5.1.107.251","aws-cli/1.16.43 Python/3.7.0 Windows/10 botocore/1.12.33"
"1","arn:aws:iam::811596193553:user/backup","237.109.250.89","aws-cli/1.15.59 Python/2.7.15rc1 Linux/4.15.0-39-generic botocore/1.10.58"
"1","arn:aws:iam::811596193553:user/backup","240.250.250.252","aws-cli/1.11.120 Python/2.7.10 Darwin/16.6.0 botocore/1.5.83"
"1","arn:aws:iam::811596193553:user/backup","54.66.254.254","aws-cli/1.16.19 Python/3.7.4 Darwin/18.7.0 botocore/1.12.9"
"1","arn:aws:iam::811596193553:user/backup","243.65.1.255","aws-cli/1.16.283 Python/3.6.0 Windows/10 botocore/1.13.19"
"1","arn:aws:iam::811596193553:user/backup","240.185.7.233","aws-cli/2.0.5 Python/3.7.3 Linux/4.18.0-193.6.3.el8_2.x86_64 botocore/2.0.0dev9"
"1","arn:aws:iam::811596193553:user/backup","110.24.231.221","aws-cli/1.11.122 Python/2.7.13 Darwin/16.6.0 botocore/1.5.85"
"1","arn:aws:iam::811596193553:user/backup","216.115.36.250","aws-cli/1.18.79 Python/3.8.2 Linux/5.4.0-40-generic botocore/1.17.2"
"1","arn:aws:iam::811596193553:user/backup","107.231.6.0","aws-cli/1.16.310 Python/3.6.9 Linux/5.0.0-37-generic botocore/1.13.46"
"1","arn:aws:iam::811596193553:user/backup","13.174.48.140","aws-cli/1.18.69 Python/3.6.9 Linux/5.4.0-42-generic botocore/1.16.19"
"1","arn:aws:iam::811596193553:user/backup","214.6.1.16","aws-cli/1.12.2 Python/3.5.1 Darwin/15.6.0 botocore/1.8.2"
"1","arn:aws:iam::811596193553:user/backup","20.93.71.181","aws-cli/1.11.13 Python/3.5.2 Linux/4.13.0-37-generic botocore/1.4.70"
"1","arn:aws:iam::811596193553:user/Level6","92.171.58.41","aws-cli/1.16.301 Python/3.7.5 Linux/5.4.0-kali2-amd64 botocore/1.13.37"
"1","arn:aws:iam::811596193553:user/backup","54.255.117.205","aws-cli/1.16.210 Python/3.7.3 Linux/4.19.0-kali5-amd64 botocore/1.12.200"
"1","arn:aws:iam::811596193553:user/backup","200.254.182.114","aws-cli/1.11.113 Python/3.6.1 Darwin/16.6.0 botocore/1.5.76"
"1","arn:aws:iam::811596193553:user/backup","159.8.2.6","aws-cli/1.14.51 Python/2.7.16 Darwin/19.3.0 botocore/1.9.4"
"1","arn:aws:iam::811596193553:user/backup","5.5.4.255","aws-cli/2.0.2 Python/3.7.4 Darwin/19.2.0 botocore/2.0.0dev6"
"1","arn:aws:iam::811596193553:user/backup","255.9.255.6","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.138-89.102.amzn1.x86_64 botocore/1.12.92"
"1","arn:aws:iam::811596193553:user/backup","119.218.10.253","aws-cli/1.15.70 Python/3.7.0 Darwin/18.0.0 botocore/1.10.69"
"1","arn:aws:iam::811596193553:user/backup","49.251.42.250","aws-cli/1.11.51 Python/2.7.13 Darwin/15.6.0 botocore/1.5.14"
"1","arn:aws:iam::811596193553:user/backup","19.38.8.184","aws-cli/1.16.26 Python/3.6.5rc1 Linux/4.16.0-parrot12-amd64 botocore/1.12.16"
"1","arn:aws:iam::811596193553:user/Level6","8.103.248.255","aws-cli/1.16.283 Python/3.7.1 Darwin/19.0.0 botocore/1.13.19"
"1","arn:aws:iam::811596193553:user/backup","157.237.255.153","aws-cli/1.11.142 Python/2.7.12 Linux/4.4.0-38-generic botocore/1.7.0"
"1","arn:aws:iam::811596193553:user/backup","124.224.237.49","aws-cli/1.11.5 Python/2.7.10 Darwin/15.6.0 botocore/1.4.62"
"1","arn:aws:iam::811596193553:user/Level6","61.6.219.50","aws-cli/1.17.14 Python/3.7.6 Linux/5.4.0-kali3-amd64 botocore/1.12.210"
"1","arn:aws:iam::811596193553:user/backup","250.7.156.251","aws-cli/1.16.199 Python/2.7.15 Darwin/18.7.0 botocore/1.12.189"
"1","arn:aws:iam::811596193553:user/backup","255.76.169.7","aws-cli/1.15.80 Python/3.7.0 Darwin/17.7.0 botocore/1.10.79"
"1","arn:aws:iam::811596193553:user/backup","46.6.5.16","aws-cli/1.11.17 Python/2.7.6 Darwin/14.5.0 botocore/1.4.88"
"1","arn:aws:iam::811596193553:user/backup","6.253.239.7","aws-cli/1.16.45 Python/3.6.6 Linux/4.15.0-38-generic botocore/1.12.35"
"1","arn:aws:iam::811596193553:user/backup","216.251.54.2","aws-cli/1.16.111 Python/3.7.5 Linux/5.3.16-200.fc30.x86_64 botocore/1.12.101"
"1","arn:aws:iam::811596193553:user/backup","144.82.207.209","aws-cli/1.16.20 Python/3.7.0 Darwin/17.7.0 botocore/1.12.10"
"1","arn:aws:iam::811596193553:user/backup","159.247.106.6","aws-cli/1.11.133 Python/3.6.2 Darwin/16.7.0 botocore/1.6.0"
"1","arn:aws:iam::811596193553:user/backup","153.1.218.8","aws-cli/2.0.52 Python/3.7.7 Windows/10 exe/AMD64 command/sts.get-caller-identity"
"1","arn:aws:iam::811596193553:user/backup","56.210.216.105","aws-cli/1.17.17 Python/3.6.9 Linux/5.3.0-28-generic botocore/1.14.17"
"1","arn:aws:iam::811596193553:user/backup","190.253.92.70","aws-cli/1.14.22 Python/2.7.14 Windows/10 botocore/1.8.26"
"1","arn:aws:iam::811596193553:user/backup","119.251.7.64","aws-cli/1.11.170 Python/2.7.10 Darwin/17.2.0 botocore/1.7.28"
"1","arn:aws:iam::811596193553:user/backup","143.250.249.0","aws-cli/1.14.5 Python/3.5.1 Darwin/17.7.0 botocore/1.8.9"
"1","arn:aws:iam::811596193553:user/backup","251.221.219.158","aws-cli/1.17.17 Python/3.6.0 Windows/10 botocore/1.14.17"
"1","arn:aws:iam::811596193553:user/backup","250.233.252.254","aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-112-generic botocore/1.4.70"
"1","arn:aws:iam::811596193553:user/backup","236.225.155.62","aws-cli/2.0.26 Python/3.7.7 Windows/10 botocore/2.0.0dev30"
"1","arn:aws:iam::811596193553:user/backup","250.107.69.4","aws-cli/1.15.78 Python/2.7.9 Windows/8 botocore/1.10.77"
"1","arn:aws:iam::811596193553:user/backup","225.8.251.189","aws-cli/1.18.3 Python/3.8.1 Linux/5.4.11-arch1-1 botocore/1.15.3"
"1","arn:aws:iam::811596193553:user/backup","146.189.252.234","aws-cli/1.15.58 Python/3.7.0 Windows/10 botocore/1.10.57"
"1","arn:aws:iam::811596193553:user/backup","250.222.189.255","aws-cli/1.11.167 Python/3.6.4 Darwin/17.7.0 botocore/1.7.25"
"1","arn:aws:iam::811596193553:user/backup","127.140.235.251","aws-cli/1.11.13 Python/3.5.2 Linux/4.11.2-349825-generic botocore/1.4.70"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","1.2.100.250","aws-cli/2.0.2 Python/3.7.5 Windows/10 botocore/2.0.0dev6"
"1","arn:aws:iam::811596193553:user/Level6","210.2.170.248","aws-cli/1.15.53 Python/2.7.15 Linux/4.16.0-kali2-686-pae botocore/1.10.52"
"1","arn:aws:iam::811596193553:user/backup","60.115.221.209","aws-cli/1.15.79 Python/3.6.4 Linux/4.9.0-kali3-amd64 botocore/1.10.78"
"1","arn:aws:iam::811596193553:user/backup","178.253.98.102","aws-cli/1.15.70 Python/3.7.0 Darwin/18.0.0 botocore/1.10.69"
"1","arn:aws:iam::811596193553:user/backup","252.251.147.250","aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-1060-aws botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/Level6","146.5.48.252","aws-cli/1.16.11 Python/3.6.6 Linux/4.15.0-33-generic botocore/1.12.1"
"1","arn:aws:iam::811596193553:user/backup","189.199.3.254","aws-cli/1.14.44 Python/3.6.6 Linux/4.15.0-1021-aws botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","216.245.22.223","aws-cli/1.11.138 Python/2.7.10 Darwin/16.7.0 botocore/1.6.5"
"1","arn:aws:iam::811596193553:user/backup","255.136.253.208","aws-cli/2.0.4 Python/3.8.2 Darwin/19.3.0 botocore/2.0.0dev8"
"1","arn:aws:iam::811596193553:user/backup","202.162.83.252","aws-cli/1.11.40 Python/3.5.2 Linux/4.8.10-200.fc24.x86_64 botocore/1.5.3"
"1","arn:aws:iam::811596193553:user/backup","226.255.255.200","aws-cli/1.16.92 Python/2.7.13 Linux/4.9.0-kali3-amd64 botocore/1.12.82"
"1","arn:aws:iam::811596193553:user/backup","55.0.254.2","aws-cli/1.11.169 Python/2.7.14 CYGWIN_NT-10.0/2.9.0(0.318/5/3) botocore/1.7.27"
"1","arn:aws:iam::811596193553:user/backup","20.251.253.87","aws-cli/1.10.59 Python/2.7.13 Darwin/15.6.0 botocore/1.4.49"
"1","arn:aws:iam::811596193553:user/backup","252.37.1.253","aws-cli/1.10.58 Python/2.7.11 Darwin/17.6.0 botocore/1.4.48"
"1","arn:aws:iam::811596193553:user/backup","122.209.254.255","aws-cli/1.16.52 Python/3.6.0 Windows/7 botocore/1.12.42"
"1","arn:aws:iam::811596193553:user/backup","7.225.252.233","aws-cli/1.14.10 Python/2.7.14 Linux/4.13.0-21-generic botocore/1.8.14"
"1","arn:aws:iam::811596193553:user/backup","228.56.55.121","aws-cli/1.11.56 Python/2.7.9 Windows/8 botocore/1.5.19"
"1","arn:aws:iam::811596193553:user/backup","255.6.167.146","aws-cli/1.16.96 Python/2.7.15 Windows/10 botocore/1.12.86"
"1","arn:aws:iam::811596193553:user/backup","255.249.70.226","aws-cli/1.16.74 Python/3.6.7 Linux/4.15.0-34-generic botocore/1.12.64"
"1","arn:aws:iam::811596193553:user/backup","212.2.61.255","aws-cli/1.14.30 Python/3.6.4 Darwin/17.4.0 botocore/1.8.34"
"1","arn:aws:iam::811596193553:user/backup","8.120.255.102","aws-cli/1.11.86 Python/2.7.13 Darwin/16.6.0 botocore/1.5.49"
"1","arn:aws:iam::811596193553:user/backup","2.251.253.7","aws-cli/1.16.94 Python/2.7.13 Linux/4.9.0-kali4-amd64 botocore/1.12.84"
"1","arn:aws:iam::811596193553:user/backup","222.118.251.165","aws-cli/1.11.13 Python/2.7.10 Darwin/17.4.0 botocore/1.5.90"
"1","arn:aws:iam::811596193553:user/backup","253.104.249.209","aws-cli/1.14.53 Python/2.7.12 Linux/4.13.0-36-generic botocore/1.9.6"
"1","arn:aws:iam::811596193553:user/backup","224.20.236.101","aws-cli/1.11.44 Python/2.7.13 Darwin/16.6.0 botocore/1.5.7"
"1","arn:aws:iam::811596193553:user/Level6","250.33.149.190","aws-cli/1.17.4 Python/2.7.17 Linux/5.3.0-19-generic botocore/1.14.4"
"1","arn:aws:iam::811596193553:user/Level6","29.7.8.187","aws-cli/1.16.301 Python/3.7.6 Linux/5.4.0-kali3-amd64 botocore/1.13.37"
"1","arn:aws:iam::811596193553:user/backup","5.104.167.157","aws-cli/1.16.1 Python/3.7.0 Darwin/17.7.0 botocore/1.11.1"
"1","arn:aws:iam::811596193553:user/backup","32.141.1.211","aws-cli/1.11.145 Python/2.7.11 Darwin/17.3.0 botocore/1.7.3"
"1","arn:aws:iam::811596193553:user/backup","54.255.1.3","aws-cli/1.16.61 Python/3.6.7 Linux/4.15.0-39-generic botocore/1.12.51"
"1","arn:aws:iam::811596193553:user/backup","57.251.251.255","aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-1065-aws botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","184.173.247.145","aws-cli/1.14.30 Python/3.6.4 Windows/10 botocore/1.8.34"
"1","arn:aws:iam::811596193553:user/backup","6.69.117.250","aws-cli/1.11.150 Python/2.7.10 Darwin/17.5.0 botocore/1.7.8"
"1","arn:aws:iam::811596193553:user/backup","0.199.213.204","aws-cli/1.18.26 Python/3.7.6 Linux/5.4.0-kali3-amd64 botocore/1.15.26"
"1","arn:aws:iam::811596193553:user/backup","0.253.123.217","aws-cli/1.16.252 Python/3.7.7 Darwin/18.7.0 botocore/1.14.3"
"1","arn:aws:iam::811596193553:user/backup","131.212.238.253","aws-cli/1.15.45 Python/2.7.12 Linux/4.4.0-66-generic botocore/1.10.45"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","39.206.87.24","aws-cli/1.15.51 Python/2.7.15 Linux/4.16.0-kali2-amd64 botocore/1.10.50"
"1","arn:aws:iam::811596193553:user/backup","251.19.64.3","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.146-120.181.amzn2.x86_64 botocore/1.12.92"
"1","arn:aws:iam::811596193553:user/backup","234.117.242.243","aws-cli/1.16.51 Python/2.7.15 Darwin/16.6.0 botocore/1.12.41"
"1","arn:aws:iam::811596193553:user/backup","169.156.119.170","aws-cli/1.16.72 Python/2.7.10 Darwin/16.4.0 botocore/1.12.62"
"1","arn:aws:iam::811596193553:user/Level6","247.4.245.188","Boto3/1.7.48 Python/3.6.5 Darwin/17.7.0 Botocore/1.10.48"
"1","arn:aws:iam::811596193553:user/backup","137.1.3.161","aws-cli/1.18.46 Python/3.7.5 Linux/5.4.0-kali2-amd64 botocore/1.15.46"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","152.250.52.68","aws-cli/2.0.6 Python/3.8.2 Darwin/19.3.0 botocore/2.0.0dev10"
"1","arn:aws:iam::811596193553:user/backup","155.250.215.184","aws-cli/1.16.96 Python/2.7.15+ Linux/4.17.0-kali1-amd64 botocore/1.12.86"
"1","arn:aws:iam::811596193553:user/backup","6.193.205.117","Boto3/1.7.48 Python/3.5.3 Linux/4.9.0-7-amd64 Botocore/1.10.48"
"1","arn:aws:iam::811596193553:user/backup","160.116.254.252","aws-cli/1.16.78 Python/2.7.15 Darwin/17.7.0 botocore/1.12.68"
"1","arn:aws:iam::811596193553:user/backup","40.250.3.9","aws-cli/1.16.290 Python/3.7.5 Darwin/19.3.0 botocore/1.13.26"
"1","arn:aws:iam::811596193553:user/backup","97.48.203.115","aws-cli/1.15.66 Python/3.7.2 Darwin/18.2.0 botocore/1.10.65"
"1","arn:aws:iam::811596193553:user/backup","92.0.53.205","aws-cli/1.16.10 Python/2.7.9 Windows/8 botocore/1.12.0"
"1","arn:aws:iam::811596193553:user/Level6","255.252.254.148","aws-cli/1.16.15 Python/2.7.16 Darwin/19.4.0 botocore/1.12.5"
"1","arn:aws:iam::811596193553:user/backup","215.227.225.130","aws-cli/1.11.66 Python/2.7.9 Windows/8 botocore/1.5.29"
"1","arn:aws:iam::811596193553:user/backup","132.137.102.64","aws-cli/1.15.33 Python/2.7.9 Windows/8 botocore/1.10.33"
"1","arn:aws:iam::811596193553:user/backup","236.30.9.246","aws-cli/1.16.48 Python/3.6.0 Windows/10 botocore/1.12.38"
"1","arn:aws:iam::811596193553:user/backup","211.1.220.3","aws-cli/1.18.109 Python/3.8.5 Linux/5.7.11-200.fc32.x86_64 botocore/1.17.32"
"1","arn:aws:iam::811596193553:user/backup","229.0.222.216","aws-cli/2.0.50 Python/3.7.3 Linux/4.4.0-039049-Microsoft exe/x86_64.ubuntu.20 command/sts.get-caller-identity"
"1","arn:aws:iam::811596193553:user/backup","88.6.7.3","aws-cli/1.16.310 Python/2.7.16 Darwin/19.3.0 botocore/1.13.46"
"1","arn:aws:iam::811596193553:user/backup","213.214.182.253","aws-cli/1.16.64 Python/3.6.0 Windows/10 botocore/1.12.54"
"1","arn:aws:iam::811596193553:user/backup","47.181.8.215","aws-cli/1.11.16 Python/2.7.13 Darwin/16.7.0 botocore/1.5.3"
"1","arn:aws:iam::811596193553:user/backup","8.114.254.254","aws-cli/1.18.93 Python/2.7.18 Linux/5.6.0-kali2-amd64 botocore/1.17.16"
"1","arn:aws:iam::811596193553:user/backup","8.255.254.225","aws-cli/1.16.61 Python/2.7.15rc1 Linux/4.15.0-39-generic botocore/1.12.51"
"1","arn:aws:iam::811596193553:user/backup","203.38.9.2","aws-cli/1.16.83 Python/2.7.15 Darwin/18.2.0 botocore/1.12.73"
"1","arn:aws:iam::811596193553:user/backup","136.8.254.34","aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-66-generic botocore/1.4.70"
"1","arn:aws:iam::811596193553:user/backup","145.156.33.226","aws-cli/1.16.253 Python/3.6.0 Windows/10 botocore/1.12.243"
"1","arn:aws:iam::811596193553:user/backup","131.163.23.242","aws-cli/1.16.195 Python/3.7.6 Darwin/19.3.0 botocore/1.12.185"
"1","arn:aws:iam::811596193553:user/backup","68.159.14.250","aws-cli/1.16.303 Python/3.7.5 Linux/5.3.0-kali3-amd64 botocore/1.13.39"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","229.163.212.44","aws-cli/1.14.44 Python/3.6.5 Linux/4.4.0-039049-Microsoft botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","78.26.251.205","aws-cli/1.16.218 Python/3.7.5 Linux/5.3.0-61-generic botocore/1.12.208"
"1","arn:aws:iam::811596193553:user/backup","59.5.6.239","aws-cli/1.16.10 Python/2.7.9 Windows/8 botocore/1.12.0"
"1","arn:aws:iam::811596193553:user/backup","246.24.122.233","aws-cli/2.0.8 Python/3.7.5 Windows/10 botocore/2.0.0dev12"
"1","arn:aws:iam::811596193553:user/backup","143.24.250.167","aws-cli/1.11.40 Python/3.5.2 Linux/4.9.9-200.fc25.x86_64 botocore/1.5.3"
"1","arn:aws:iam::811596193553:user/backup","209.2.252.137","aws-cli/1.16.253 Python/2.7.10 Darwin/18.7.0 botocore/1.12.243"
"1","arn:aws:iam::811596193553:user/backup","236.4.130.46","aws-cli/1.16.19 Python/3.6.0 Windows/10 botocore/1.12.9"
"1","arn:aws:iam::811596193553:user/backup","55.252.7.134","aws-cli/1.18.66 Python/2.7.18 Linux/5.4.0-kali4-amd64 botocore/1.16.19"
"1","arn:aws:iam::811596193553:user/backup","229.131.142.9","aws-cli/1.16.225 Python/3.6.8 Linux/4.4.0-039049-Microsoft botocore/1.12.227"
"1","arn:aws:iam::811596193553:user/backup","83.241.0.207","aws-cli/1.16.300 Python/2.7.18 Linux/5.4.38-17.76.amzn2.x86_64 botocore/1.13.36"
"1","arn:aws:iam::811596193553:user/backup","136.222.220.130","aws-cli/1.18.43 Python/3.7.5 Darwin/18.7.0 botocore/1.15.43"
"1","arn:aws:iam::811596193553:user/backup","7.47.133.4","aws-cli/2.0.24 Python/3.7.7 Windows/10 botocore/2.0.0dev28"
"1","arn:aws:iam::811596193553:user/backup","237.234.252.201","aws-cli/1.16.111 Python/3.7.4 Linux/5.2.18-200.fc30.x86_64 botocore/1.12.101"
"1","arn:aws:iam::811596193553:user/backup","205.8.181.128","aws-cli/2.0.9 Python/3.7.3 Linux/5.6.3-arch1-1 botocore/2.0.0dev13"
"1","arn:aws:iam::811596193553:user/backup","251.1.252.31","aws-cli/1.16.258 Python/2.7.16 Darwin/18.7.0 botocore/1.12.248"
"1","arn:aws:iam::811596193553:user/Level6","22.105.95.228","aws-cli/2.0.25 Python/3.7.3 Linux/5.5.0-kali2-amd64 botocore/2.0.0dev29"
"1","arn:aws:iam::811596193553:user/backup","70.205.255.2","aws-cli/1.15.71 Python/3.7.4 Linux/5.0.8-200.fc29.x86_64 botocore/1.10.41"
"1","arn:aws:iam::811596193553:user/Level6","6.140.14.149","aws-cli/2.0.20 Python/3.7.3 Linux/5.6.0-kali2-amd64 botocore/2.0.0dev24"
"1","arn:aws:iam::811596193553:user/backup","244.246.245.211","aws-cli/1.15.4 Python/2.7.14 Darwin/17.2.0 botocore/1.10.4"
"1","arn:aws:iam::811596193553:user/backup","224.3.31.231","aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-20-generic botocore/1.8.48"
"1","arn:aws:iam::811596193553:user/backup","254.6.209.253","aws-cli/1.16.265 Python/2.7.17 Linux/4.19.0-kali5-amd64 botocore/1.13.1"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","36.3.255.3","aws-cli/1.16.309 Python/2.7.17 Linux/5.3.0-3parrot3-amd64 botocore/1.13.45"
"1","arn:aws:iam::811596193553:user/backup","205.250.248.251","aws-cli/2.0.37 Python/3.7.4 Darwin/19.3.0 exe/x86_64 command/sts.get-caller-identity"
"1","arn:aws:iam::811596193553:user/Level6","6.251.103.163","aws-cli/1.18.92 Python/3.8.2 Linux/5.6.0-kali2-amd64 botocore/1.17.15"
"1","arn:aws:iam::811596193553:user/backup","37.6.35.0","aws-cli/2.0.49 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/sts.get-caller-identity"
"1","arn:aws:iam::811596193553:user/backup","250.250.2.131","aws-cli/1.15.45 Python/2.7.12 Linux/4.4.0-66-generic botocore/1.10.45"
"1","arn:aws:iam::811596193553:user/backup","4.92.56.104","aws-cli/1.18.115 Python/2.7.16 Linux/4.19.0-kali5-amd64 botocore/1.17.38"
"1","arn:aws:iam::811596193553:user/backup","251.63.7.38","aws-cli/1.16.225 Python/2.7.16 Linux/4.18.0-kali2-amd64 botocore/1.12.215"
"1","arn:aws:iam::811596193553:user/backup","167.157.51.230","aws-cli/1.16.43 Python/3.6.0 Windows/8.1 botocore/1.12.33"
"1","arn:aws:iam::811596193553:user/backup","190.251.6.90","aws-cli/1.14.26 Python/3.6.4 Linux/4.14.13-1-ARCH botocore/1.8.32"
"1","arn:aws:iam::811596193553:user/backup","103.103.255.47","aws-cli/1.18.133 Python/2.7.16 Darwin/19.6.0 botocore/1.17.56"
"1","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","241.223.187.251","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.138-89.102.amzn1.x86_64 botocore/1.12.92"
