"occurrences","user_arn","source_ip_address","user_agent"
"2","arn:aws:iam::811596193553:user/backup","207.1.151.11","aws-cli/1.11.48 Python/3.6.0 Linux/4.9.11-1-ARCH botocore/1.5.11"
"2","arn:aws:iam::811596193553:user/backup","52.255.3.231","aws-cli/1.16.210 Python/3.7.4 Darwin/18.6.0 botocore/1.12.200"
"2","arn:aws:iam::811596193553:user/backup","71.253.255.215","aws-cli/1.16.150 Python/3.7.4 Darwin/18.7.0 botocore/1.12.140"
"2","arn:aws:iam::811596193553:user/backup","216.139.6.252","aws-cli/2.0.14 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev18"
"2","arn:aws:iam::811596193553:user/backup","229.163.212.44","aws-cli/1.16.269 Python/3.6.8 Linux/4.18.0-15-generic botocore/1.13.5"
"2","arn:aws:iam::811596193553:user/backup","155.243.196.251","aws-cli/1.16.209 Python/3.7.3 Darwin/18.6.0 botocore/1.12.199"
"2","arn:aws:iam::811596193553:user/backup","248.254.7.163","aws-cli/1.17.9 Python/3.6.0 Windows/2012ServerR2 botocore/1.14.9"
"2","arn:aws:iam::811596193553:user/backup","193.29.252.218","aws-sdk-go/1.34.4 (go1.14.5; darwin; amd64) APN/1.0 HashiCorp/1.0 Terraform/0.13.0 (+https://www.terraform.io)"
"2","arn:aws:iam::811596193553:user/backup","81.33.199.22","aws-cli/1.16.263 Python/3.6.0 Windows/10 botocore/1.12.253"
"2","arn:aws:iam::811596193553:user/backup","255.6.254.115","aws-cli/1.15.33 Python/2.7.15rc1 Linux/4.15.0-1012-azure botocore/1.10.33"
"2","arn:aws:iam::811596193553:user/backup","217.254.185.250","aws-cli/1.15.24 Python/3.6.5 Linux/4.16.11-1-ARCH botocore/1.10.24"
"2","arn:aws:iam::811596193553:user/backup","148.198.7.218","aws-cli/1.16.113 Python/3.7.3 Linux/4.19.0-kali5-amd64 botocore/1.12.103"
"2","arn:aws:iam::811596193553:user/backup","248.184.6.33","aws-cli/1.11.56 Python/2.7.8 Linux/3.2.45-0.6.acc.624.45.283.amzn1acc.x86_64 botocore/1.5.19"
"2","arn:aws:iam::811596193553:user/backup","254.245.3.7","aws-cli/1.11.56 Python/2.7.6 Linux/3.13.0-147-generic botocore/1.5.19"
"2","arn:aws:iam::811596193553:user/backup","106.252.223.146","aws-cli/1.14.44 Python/3.6.5 Linux/4.16.13-793015-generic botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/Level6","237.4.0.201","aws-cli/1.16.197 Python/2.7.16 Linux/4.4.0-01985-Microsoft botocore/1.12.187"
"2","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a","8.103.248.255","aws-cli/1.16.161 Python/3.7.2 Darwin/19.0.0 botocore/1.12.151"
"2","arn:aws:iam::811596193553:user/backup","157.252.0.90","aws-cli/1.16.140 Python/2.7.10 Darwin/18.5.0 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/Level6","198.254.235.166","aws-cli/1.16.25 Python/3.7.0 Darwin/18.2.0 botocore/1.12.15"
"2","arn:aws:iam::811596193553:user/Level6","242.228.251.9","aws-cli/1.15.30 Python/2.7.10 Darwin/18.6.0 botocore/1.10.30"
"2","arn:aws:iam::811596193553:user/backup","47.218.131.16","aws-cli/1.16.287 Python/3.7.4+ Linux/5.2.0-kali2-amd64 botocore/1.13.23"
"2","arn:aws:iam::811596193553:user/backup","5.24.6.229","aws-cli/1.14.44 Python/3.6.9 Linux/4.15.0-91-generic botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","179.2.135.0","aws-cli/1.16.80 Python/3.4.3 Darwin/15.6.0 botocore/1.12.70"
"2","arn:aws:iam::811596193553:user/backup","117.190.226.159","aws-cli/1.16.177 Python/2.7.10 Darwin/18.6.0 botocore/1.12.167"
"2","arn:aws:iam::811596193553:user/backup","2.49.227.7","aws-cli/1.16.309 Python/3.6.9 Linux/4.15.0-1057-aws botocore/1.13.45"
"2","arn:aws:iam::811596193553:user/backup","241.28.172.222","aws-cli/1.18.103 Python/3.8.4 Darwin/19.6.0 botocore/1.17.26"
"2","arn:aws:iam::811596193553:user/Level6","160.36.9.222","aws-cli/1.16.140 Python/3.7.3 Darwin/18.2.0 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/Level6","8.103.248.255","aws-cli/1.16.259 Python/2.7.16 Darwin/19.0.0 botocore/1.12.249"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","100.226.219.0","Boto3/1.5.32 Python/3.6.9 Linux/4.19.86-gentoo Botocore/1.14.16"
"2","arn:aws:iam::811596193553:user/Level6","150.209.252.64","aws-cli/1.18.103 Python/3.8.4 Darwin/19.6.0 botocore/1.17.26"
"2","arn:aws:iam::811596193553:user/backup","103.217.227.68","aws-cli/1.18.124 Python/3.8.5 Linux/5.7.0-kali1-amd64 botocore/1.17.47"
"2","arn:aws:iam::811596193553:user/backup","8.101.151.38","aws-cli/1.17.5 Python/3.6.9 Linux/4.4.0-039049-Microsoft botocore/1.14.5"
"2","arn:aws:iam::811596193553:user/backup","241.205.8.4","aws-cli/1.11.93 Python/2.7.15rc1 Linux/4.15.0-22-generic botocore/1.5.56"
"2","arn:aws:iam::811596193553:user/backup","6.251.9.123","aws-cli/2.0.0dev3 Python/3.7.4 Darwin/19.5.0 botocore/2.0.0dev2"
"2","arn:aws:iam::811596193553:user/backup","8.5.236.173","aws-cli/1.18.102 Python/2.7.16 Linux/4.14.165-133.209.amzn2.x86_64 botocore/1.17.25"
"2","arn:aws:iam::811596193553:user/backup","252.89.252.69","aws-cli/1.17.11 Python/2.7.15 Darwin/18.6.0 botocore/1.14.11"
"2","arn:aws:iam::811596193553:user/Level6","41.185.165.166","aws-cli/1.11.21 Python/2.7.12 Darwin/15.6.0 botocore/1.5.60"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","161.61.33.131","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.123-111.109.amzn2.x86_64 botocore/1.12.92"
"2","arn:aws:iam::811596193553:user/backup","4.251.254.174","aws-cli/1.16.140 Python/3.7.3 Darwin/18.5.0 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/backup","213.253.166.5","aws-cli/1.11.126 Python/2.7.8 Linux/4.4.20-0.1.fm.237.49.326.metal1.x86_64 botocore/1.5.89"
"2","arn:aws:iam::811596193553:user/backup","251.253.208.77","aws-cli/1.16.103 Python/2.7.12 Linux/4.4.0-142-generic botocore/1.12.93"
"2","arn:aws:iam::811596193553:user/backup","181.69.236.253","aws-cli/1.16.102 Python/2.7.16 Linux/4.14.133-113.105.amzn2.x86_64 botocore/1.12.92"
"2","arn:aws:iam::811596193553:user/backup","7.252.247.178","aws-cli/1.16.180 Python/3.7.3 Darwin/18.6.0 botocore/1.12.170"
"2","arn:aws:iam::811596193553:user/Level6","8.229.86.23","aws-cli/1.15.61 Python/3.6.6 Linux/4.16.0-kali2-amd64 botocore/1.10.60"
"2","arn:aws:iam::811596193553:user/backup","9.8.217.252","aws-cli/1.16.120 Python/3.7.2 Darwin/18.2.0 botocore/1.12.110"
"2","arn:aws:iam::811596193553:user/backup","29.177.190.146","aws-cli/1.16.140 Python/3.6.0 Windows/10 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/backup","252.5.7.187","aws-cli/1.16.190 Python/2.7.10 Darwin/18.6.0 botocore/1.12.180"
"2","arn:aws:iam::811596193553:user/backup","187.4.49.252","aws-cli/1.15.82 Python/2.7.15 Windows/10 botocore/1.10.81"
"2","arn:aws:iam::811596193553:user/backup","15.201.214.255","aws-cli/1.16.141 Python/3.7.3 Darwin/18.5.0 botocore/1.12.131"
"2","arn:aws:iam::811596193553:user/backup","252.83.4.190","aws-cli/1.16.81 Python/2.7.9 Darwin/15.6.0 botocore/1.12.71"
"2","arn:aws:iam::811596193553:user/backup","251.221.204.232","aws-cli/1.16.312 Python/3.5.2 Linux/4.8.0-53-generic botocore/1.13.48"
"2","arn:aws:iam::811596193553:user/backup","8.213.251.39","aws-cli/1.15.45 Python/2.7.12 Linux/4.4.0-66-generic botocore/1.10.45"
"2","arn:aws:iam::811596193553:user/backup","155.251.168.5","aws-cli/1.16.113 Python/3.7.3 Linux/4.19.0-kali4-amd64 botocore/1.12.166"
"2","arn:aws:iam::811596193553:user/backup","207.252.253.5","aws-cli/1.16.169 Python/3.6.7 Linux/4.18.0-kali2-amd64 botocore/1.12.159"
"2","arn:aws:iam::811596193553:user/backup","8.101.151.38","aws-cli/1.17.5 Python/2.7.15 Darwin/18.7.0 botocore/1.14.5"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","154.140.83.66","aws-cli/1.15.45 Python/2.7.12 Linux/4.4.0-66-generic botocore/1.10.45"
"2","arn:aws:iam::811596193553:user/backup","253.6.218.152","aws-cli/1.16.176 Python/3.7.3 Darwin/18.6.0 botocore/1.12.166"
"2","arn:aws:iam::811596193553:user/backup","254.7.15.252","aws-cli/2.0.19 Python/3.7.3 Linux/3.13.0-79-generic botocore/2.0.0dev23"
"2","arn:aws:iam::811596193553:user/backup","250.116.18.35","aws-cli/1.10.46 Python/2.7.10 Darwin/16.4.0 botocore/1.4.36"
"2","arn:aws:iam::811596193553:user/backup","70.180.5.4","aws-cli/1.16.140 Python/3.7.3 Windows/10 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/backup","252.37.1.253","aws-cli/1.16.72 Python/3.6.0 Windows/10 botocore/1.12.62"
"2","arn:aws:iam::811596193553:user/backup","40.87.57.253","aws-cli/1.16.202 Python/3.6.0 Windows/10 botocore/1.12.192"
"2","arn:aws:iam::811596193553:user/backup","253.112.254.37","aws-cli/1.16.5 Python/2.7.9 Windows/8 botocore/1.11.5"
"2","arn:aws:iam::811596193553:user/backup","254.17.231.230","aws-cli/1.16.140 Python/3.7.1 Darwin/18.2.0 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/Level6","9.0.251.231","aws-cli/1.16.109 Python/3.5.2 Linux/4.4.0-151-generic botocore/1.12.99"
"2","arn:aws:iam::811596193553:user/backup","8.13.1.127","aws-cli/1.16.180 Python/3.7.3 Darwin/18.7.0 botocore/1.12.170"
"2","arn:aws:iam::811596193553:user/backup","150.158.117.158","aws-cli/1.16.82 Python/2.7.16rc1 Linux/4.19.0-kali1-amd64 botocore/1.12.72"
"2","arn:aws:iam::811596193553:user/backup","3.6.232.3","aws-cli/1.14.17 Python/2.7.10 Darwin/16.7.0 botocore/1.8.21"
"2","arn:aws:iam::811596193553:user/backup","25.206.34.251","aws-cli/1.16.203 Python/3.7.2 Linux/4.19.28-1-MANJARO botocore/1.12.193"
"2","arn:aws:iam::811596193553:user/Level6","116.135.229.2","aws-cli/1.16.237 Python/3.6.8 Linux/5.0.21-1-pve botocore/1.12.227"
"2","arn:aws:iam::811596193553:user/backup","174.9.139.234","aws-cli/1.16.130 Python/3.6.2 Darwin/17.7.0 botocore/1.12.120"
"2","arn:aws:iam::811596193553:user/Level6","1.6.82.161","aws-cli/1.16.113 Python/3.7.3rc1 Linux/4.18.0-kali1-amd64 botocore/1.12.158"
"2","arn:aws:iam::811596193553:user/Level6","41.254.5.32","aws-cli/1.16.215 Python/2.7.10 Darwin/17.7.0 botocore/1.12.205"
"2","arn:aws:iam::811596193553:user/backup","8.103.248.255","aws-cli/1.16.283 Python/3.8.0 Windows/10 botocore/1.13.19"
"2","arn:aws:iam::811596193553:user/backup","15.251.188.228","aws-cli/1.16.192 Python/2.7.15 Darwin/18.6.0 botocore/1.12.182"
"2","arn:aws:iam::811596193553:user/backup","32.250.9.120","aws-cli/2.0.9 Python/3.8.2 Darwin/19.4.0 botocore/2.0.0dev13"
"2","arn:aws:iam::811596193553:user/backup","6.192.221.98","aws-cli/1.11.75 Python/2.7.13 Linux/4.8.0-kali2-amd64 botocore/1.5.38"
"2","arn:aws:iam::811596193553:user/backup","251.254.7.18","aws-cli/1.16.311 Python/2.7.16 Linux/4.14.138-89.102.amzn1.x86_64 botocore/1.14.2"
"2","arn:aws:iam::811596193553:user/backup","174.238.252.255","aws-cli/1.11.137 Python/2.7.10 Darwin/18.6.0 botocore/1.6.4"
"2","arn:aws:iam::811596193553:user/backup","99.234.4.255","aws-cli/2.0.24 Python/3.7.3 Linux/4.19.104-microsoft-standard botocore/2.0.0dev28"
"2","arn:aws:iam::811596193553:user/backup","0.70.253.235","aws-cli/1.11.63 Python/2.7.13 Linux/4.10.0-13-generic botocore/1.5.26"
"2","arn:aws:iam::811596193553:user/backup","54.213.55.201","aws-cli/1.11.56 Python/2.7.13 Linux/4.9.0-kali2-amd64 botocore/1.5.19"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","220.246.13.254","aws-cli/1.16.247 Python/2.7.15+ Linux/4.15.0-55-generic botocore/1.12.237"
"2","arn:aws:iam::811596193553:user/backup","250.0.23.51","aws-cli/1.11.117 Python/2.7.10 Darwin/18.6.0 botocore/1.5.80"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","86.1.86.209","aws-cli/1.16.130 Python/2.7.15rc1 Linux/4.15.0-47-generic botocore/1.12.120"
"2","arn:aws:iam::811596193553:user/backup","55.253.252.251","aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-20-generic botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","215.3.147.6","aws-cli/1.16.251 Python/3.6.5rc1 Linux/4.14.0-kali3-amd64 botocore/1.12.241"
"2","arn:aws:iam::811596193553:user/backup","6.190.207.4","aws-cli/1.16.314 Python/3.7.5 Darwin/18.7.0 botocore/1.13.50"
"2","arn:aws:iam::811596193553:user/backup","13.252.148.3","aws-cli/1.11.178 Python/2.7.12 Linux/4.4.0-43-Microsoft botocore/1.7.36"
"2","arn:aws:iam::811596193553:user/backup","3.119.210.251","aws-cli/1.16.110 Python/3.7.2 Darwin/17.5.0 botocore/1.12.100"
"2","arn:aws:iam::811596193553:user/backup","231.253.230.6","aws-cli/1.16.256 Python/2.7.16 Linux/4.14.146-93.123.amzn1.x86_64 botocore/1.12.246"
"2","arn:aws:iam::811596193553:user/backup","201.3.224.3","aws-cli/1.11.56 Python/2.7.12+ Linux/4.8.0-32-generic botocore/1.5.22"
"2","arn:aws:iam::811596193553:user/backup","73.95.254.251","aws-cli/1.11.81 Python/2.7.9 Windows/7 botocore/1.5.44"
"2","arn:aws:iam::811596193553:user/backup","231.10.252.251","aws-cli/1.16.131 Python/3.7.3 Windows/10 botocore/1.12.121"
"2","arn:aws:iam::811596193553:user/backup","68.234.211.10","aws-cli/1.14.9 Python/2.7.13 Linux/4.9.76-3.78.amzn1.x86_64 botocore/1.8.13"
"2","arn:aws:iam::811596193553:user/backup","10.154.248.134","aws-cli/1.11.86 Python/2.7.10 Darwin/16.5.0 botocore/1.5.49"
"2","arn:aws:iam::811596193553:user/backup","245.181.7.4","aws-cli/1.14.46 Python/3.6.4 Darwin/17.4.0 botocore/1.8.50"
"2","arn:aws:iam::811596193553:user/backup","254.17.231.230","aws-cli/1.16.140 Python/3.7.3 Linux/4.19.32-1-MANJARO botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/backup","251.209.251.231","aws-cli/1.16.110 Python/3.7.2 Darwin/18.2.0 botocore/1.12.100"
"2","arn:aws:iam::811596193553:user/Level6","250.253.254.5","aws-cli/1.14.28 Python/2.7.13 Darwin/16.7.0 botocore/1.8.32"
"2","arn:aws:iam::811596193553:user/Level6","61.6.219.50","Boto3/1.9.210 Python/3.7.6 Linux/5.4.0-kali3-amd64 Botocore/1.12.210"
"2","arn:aws:iam::811596193553:user/backup","19.9.176.114","aws-cli/1.16.155 Python/2.7.10 Darwin/17.7.0 botocore/1.12.145"
"2","arn:aws:iam::811596193553:user/backup","231.10.252.251","aws-cli/1.16.135 Python/2.7.10 Darwin/18.2.0 botocore/1.12.125"
"2","arn:aws:iam::811596193553:user/backup","254.1.251.81","aws-cli/1.16.119 Python/2.7.10 Darwin/17.7.0 botocore/1.12.109"
"2","arn:aws:iam::811596193553:user/backup","3.170.100.213","aws-cli/1.14.40 Python/2.7.9 Linux/3.16.0-5-amd64 botocore/1.8.44"
"2","arn:aws:iam::811596193553:user/backup","17.168.251.23","aws-cli/1.16.160 Python/3.6.7 Linux/4.4.0-01985-Microsoft botocore/1.12.150"
"2","arn:aws:iam::811596193553:user/backup","252.252.252.29","aws-cli/1.16.150 Python/3.7.3 Darwin/18.5.0 botocore/1.12.140"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","250.107.69.4","aws-cli/1.16.110 Python/3.6.4 Darwin/17.7.0 botocore/1.12.66"
"2","arn:aws:iam::811596193553:user/backup","251.6.39.1","aws-cli/1.11.13 Python/3.5.3 Linux/4.7.0-kali1-amd64 botocore/1.4.70"
"2","arn:aws:iam::811596193553:user/backup","210.206.165.37","aws-cli/2.0.7 Python/3.7.4 Darwin/18.7.0 botocore/2.0.0dev11"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","4.239.255.179","aws-cli/1.16.167 Python/3.6.7 Linux/4.15.0-50-generic botocore/1.12.157"
"2","arn:aws:iam::811596193553:user/backup","19.9.176.114","aws-cli/1.16.155 Python/2.7.10 Darwin/18.2.0 botocore/1.12.145"
"2","arn:aws:iam::811596193553:user/Level6","116.9.176.230","Boto3/1.13.24 Python/3.8.2 Linux/4.19.0-9-amd64 Botocore/1.16.24"
"2","arn:aws:iam::811596193553:user/backup","227.112.8.201","aws-cli/2.0.1 Python/3.7.3 Linux/4.19.0-8-amd64 botocore/2.0.0dev5"
"2","arn:aws:iam::811596193553:user/backup","254.234.255.251","aws-cli/1.16.169 Python/3.6.7 Linux/4.4.0-039049-Microsoft botocore/1.12.159"
"2","arn:aws:iam::811596193553:user/backup","0.167.97.62","aws-cli/1.16.26 Python/3.6.7 Linux/4.18.0-17-generic botocore/1.12.16"
"2","arn:aws:iam::811596193553:user/Level6","238.69.21.230","aws-cli/1.16.96 Python/2.7.10 Darwin/18.6.0 botocore/1.12.86"
"2","arn:aws:iam::811596193553:user/backup","2.89.5.164","aws-cli/1.16.190 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.12.180"
"2","arn:aws:iam::811596193553:user/backup","208.251.186.148","aws-cli/1.16.144 Python/3.6.0 Windows/10 botocore/1.12.134"
"2","arn:aws:iam::811596193553:user/backup","126.186.7.254","aws-cli/1.16.177 Python/2.7.15+ Linux/4.15.0-52-generic botocore/1.12.167"
"2","arn:aws:iam::811596193553:user/backup","224.235.222.31","aws-cli/1.14.9 Python/2.7.13 Linux/4.9.76-3.78.amzn1.x86_64 botocore/1.8.13"
"2","arn:aws:iam::811596193553:user/Level6","231.7.126.253","aws-cli/1.16.116 Python/2.7.15+ Linux/5.0.0-23-generic botocore/1.12.106"
"2","arn:aws:iam::811596193553:user/backup","235.253.9.206","aws-cli/1.18.24 Python/3.7.5 Darwin/19.4.0 botocore/1.15.24"
"2","arn:aws:iam::811596193553:user/backup","255.199.46.8","aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-43-Microsoft botocore/1.4.70"
"2","arn:aws:iam::811596193553:user/backup","250.253.235.90","aws-cli/1.11.139 Python/3.5.4 Linux/4.12.0-kali1-amd64 botocore/1.6.6"
"2","arn:aws:iam::811596193553:user/Level6","8.103.248.255","aws-cli/1.16.283 Python/3.6.0 Windows/10 botocore/1.13.19"
"2","arn:aws:iam::811596193553:user/backup","8.8.91.101","aws-cli/1.16.249 Python/2.7.16 Darwin/19.6.0 botocore/1.12.239"
"2","arn:aws:sts::811596193553:assumed-role/aws:ec2-instance/i-aa2d3b42e5c6e801a","8.229.2.204","aws-cli/1.16.47 Python/3.5.2 Linux/4.4.0-157-generic botocore/1.12.37"
"2","arn:aws:iam::811596193553:user/backup","98.237.247.9","aws-cli/1.16.196 Python/2.7.10 Darwin/18.6.0 botocore/1.12.186"
"2","arn:aws:iam::811596193553:user/backup","119.252.154.2","aws-cli/1.11.118 Python/2.7.10 Darwin/16.6.0 botocore/1.5.81"
"2","arn:aws:iam::811596193553:user/backup","4.73.44.172","aws-cli/1.16.253 Python/2.7.15 Darwin/16.7.0 botocore/1.12.243"
"2","arn:aws:iam::811596193553:user/backup","220.246.13.254","aws-cli/1.16.247 Python/2.7.15+ Linux/4.15.0-55-generic botocore/1.12.237"
"2","arn:aws:iam::811596193553:user/backup","40.101.176.224","aws-cli/1.16.121 Python/3.7.2 Darwin/17.7.0 botocore/1.12.111"
"2","arn:aws:iam::811596193553:user/backup","1.203.254.67","aws-cli/1.15.4 Python/2.7.14+ Linux/4.15.0-kali2-amd64 botocore/1.10.4"
"2","arn:aws:iam::811596193553:user/backup","98.4.49.66","aws-cli/1.18.8 Python/2.7.10 Darwin/16.7.0 botocore/1.15.8"
"2","arn:aws:iam::811596193553:user/backup","229.163.212.44","aws-cli/1.14.44 Python/3.6.5 Linux/4.4.0-039049-Microsoft botocore/1.8.48"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","93.176.3.8","aws-cli/1.16.157 Python/2.7.15 Linux/4.17.0-kali1-686 botocore/1.12.147"
"2","arn:aws:iam::811596193553:user/backup","235.187.87.18","aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-45-generic botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","171.170.4.95","aws-cli/1.16.240 Python/3.6.9 Linux/5.3.0-42-generic botocore/1.13.48"
"2","arn:aws:iam::811596193553:user/backup","0.42.47.0","aws-cli/1.16.309 Python/2.7.17 Linux/5.0.0-37-generic botocore/1.13.45"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","1.7.251.207","aws-cli/1.14.41 Python/2.7.13 Linux/4.9.0-5-amd64 botocore/1.8.47"
"2","arn:aws:iam::811596193553:user/backup","140.113.131.4","aws-cli/1.15.80 Python/3.7.0 Darwin/18.2.0 botocore/1.10.79"
"2","arn:aws:iam::811596193553:user/backup","255.4.5.206","aws-cli/1.11.127 Python/2.7.12 Linux/4.10.0-28-generic botocore/1.5.90"
"2","arn:aws:iam::811596193553:user/backup","84.37.94.71","aws-cli/2.0.49 Python/3.7.7 Windows/10 exe/AMD64 command/sts.get-caller-identity"
"2","arn:aws:iam::811596193553:user/backup","12.221.220.121","aws-cli/1.18.31 Python/2.7.17 Linux/5.3.0-kali2-amd64 botocore/1.15.31"
"2","arn:aws:iam::811596193553:user/backup","8.210.235.176","aws-cli/1.16.156 Python/3.7.3 Darwin/18.5.0 botocore/1.12.146"
"2","arn:aws:iam::811596193553:user/backup","253.104.249.209","aws-cli/1.16.121 Python/3.6.0 Windows/10 botocore/1.12.111"
"2","arn:aws:iam::811596193553:user/backup","186.57.61.30","aws-cli/1.11.124 Python/2.7.9 Windows/8 botocore/1.5.87"
"2","arn:aws:iam::811596193553:user/backup","245.5.252.79","aws-cli/1.16.140 Python/2.7.16 Linux/4.19.0-5-amd64 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/backup","1.6.82.161","aws-cli/1.16.113 Python/3.7.3rc1 Linux/4.18.0-kali1-amd64 botocore/1.12.158"
"2","arn:aws:iam::811596193553:user/backup","250.253.1.153","aws-cli/1.14.47 Python/2.7.12 Linux/4.4.0-53329-Microsoft botocore/1.10.68"
"2","arn:aws:iam::811596193553:user/backup","216.200.230.214","aws-cli/1.15.70 Python/2.7.13 Linux/4.9.0-4-amd64 botocore/1.10.69"
"2","arn:aws:iam::811596193553:user/Level6","255.171.1.252","Boto3/1.7.30 Python/3.6.1 Linux/4.9.93-41.60.amzn1.x86_64 Botocore/1.10.30"
"2","arn:aws:iam::811596193553:user/backup","9.252.254.47","aws-cli/1.18.32 Python/2.7.16 Linux/4.19.0-kali4-amd64 botocore/1.15.32"
"2","arn:aws:sts::811596193553:assumed-role/flaws/i-aa2d3b42e5c6e801a","1.2.253.35","aws-cli/1.14.44 Python/3.6.7 Linux/4.15.0-48-generic botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","94.89.82.213","aws-cli/1.16.46 Python/3.5.2 Linux/4.15.0-36-generic botocore/1.12.36"
"2","arn:aws:iam::811596193553:user/backup","6.20.2.145","aws-cli/1.16.185 Python/2.7.16 Darwin/16.4.0 botocore/1.12.175"
"2","arn:aws:iam::811596193553:user/backup","253.53.208.54","aws-cli/1.16.294 Python/3.6.9 Linux/4.15.0-76-generic botocore/1.13.50"
"2","arn:aws:iam::811596193553:user/backup","5.171.65.254","aws-cli/1.11.13 Python/3.5.2 Linux/4.4.0-01985-Microsoft botocore/1.4.70"
"2","arn:aws:iam::811596193553:user/backup","253.182.6.139","aws-cli/1.14.44 Python/3.6.5 Linux/4.15.0-1023-aws botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","163.23.3.0","aws-cli/1.16.234 Python/3.6.0 Windows/10 botocore/1.12.224"
"2","arn:aws:iam::811596193553:user/backup","6.9.253.255","aws-cli/1.16.301 Python/3.7.6 Linux/4.19.0-kali5-amd64 botocore/1.13.37"
"2","arn:aws:iam::811596193553:user/backup","255.219.73.45","aws-cli/1.14.44 Python/3.6.9 Linux/5.3.0-1019-aws botocore/1.8.48"
"2","arn:aws:iam::811596193553:user/backup","101.3.3.148","aws-cli/1.16.78 Python/2.7.12 Linux/4.4.0-53329-Microsoft botocore/1.12.68"
"2","arn:aws:iam::811596193553:user/backup","37.54.28.252","aws-cli/1.16.140 Python/3.7.3 Darwin/18.6.0 botocore/1.12.130"
"2","arn:aws:iam::811596193553:user/Level6","237.5.197.10","aws-cli/1.16.193 Python/2.7.16 Linux/4.4.0-039049-Microsoft botocore/1.12.183"
"2","arn:aws:iam::811596193553:user/backup","127.3.73.208","aws-cli/1.18.46 Python/3.7.7 Linux/5.4.0-kali4-amd64 botocore/1.15.46"
"2","arn:aws:iam::811596193553:user/backup","8.213.251.39","aws-cli/1.16.106 Python/2.7.15rc1 Linux/4.4.0-01985-Microsoft botocore/1.12.96"
"2","arn:aws:iam::811596193553:user/backup","255.250.125.250","aws-cli/2.0.38 Python/3.7.4 Darwin/19.6.0 exe/x86_64 command/sts.get-caller-identity"
"2","arn:aws:iam::811596193553:user/backup","251.160.218.46","aws-cli/1.16.114 Python/3.7.3 Linux/4.19.0-kali5-amd64 botocore/1.12.104"
"2","arn:aws:iam::811596193553:user/backup","157.253.8.30","aws-cli/1.16.188 Python/2.7.16 Linux/4.15.0-52-generic botocore/1.12.178"
"2","arn:aws:iam::811596193553:user/backup","7.58.204.153","aws-cli/1.16.81 Python/3.6.6 Linux/4.7.0-kali1-amd64 botocore/1.12.71"
"2","arn:aws:iam::811596193553:user/Level6","30.71.219.200","Boto3/1.14.43 Python/2.7.16 Linux/4.19.0-kali5-amd64 Botocore/1.17.43"
"2","arn:aws:iam::811596193553:user/backup","6.150.55.1","aws-cli/1.16.26 Python/3.6.7 Linux/4.18.0-kali2-amd64 botocore/1.12.16"
"2","arn:aws:iam::811596193553:user/backup","9.240.253.231","aws-cli/1.16.170 Python/2.7.12 Linux/4.4.30-32.54.amzn1.x86_64 botocore/1.12.160"
"2","arn:aws:iam::811596193553:user/Level6","205.255.57.253","aws-cli/1.16.67 Python/2.7.15 Darwin/17.7.0 botocore/1.12.57"
"2","arn:aws:iam::811596193553:user/backup","187.74.76.163","aws-cli/1.16.120 Python/3.7.2 Darwin/18.5.0 botocore/1.12.110"
"2","arn:aws:iam::811596193553:user/backup","93.255.72.1","aws-cli/1.16.195 Python/3.7.6 Darwin/19.2.0 botocore/1.12.185"
